year;month;day;level_3;air_time;arr_delay;arr_time;carrier;dep_delay;dep_time;dest;distance;flight;hour;minute;origin;sched_arr_time;sched_dep_time;tailnum;time_hour
2013;4;9;172939;336.0;-17.0;1305.0;UA;1.0;1004.0;SFO;2586;405;10;3;JFK;1322;1003;N554UA;2013-04-09 10:00:00
2013;4;9;172797;45.0;5.0;913.0;US;-8.0;752.0;BOS;184;2118;8;0;LGA;908;800;N948UW;2013-04-09 08:00:00
2013;4;9;173471;131.0;1.0;2226.0;DL;-2.0;1923.0;MCO;950;1485;19;25;LGA;2225;1925;N906DL;2013-04-09 19:00:00
2013;4;9;172823;142.0;-11.0;1054.0;DL;5.0;810.0;TPA;1010;1109;8;5;LGA;1105;805;N924DL;2013-04-09 08:00:00
2013;4;9;172818;289.0;-41.0;1014.0;DL;-6.0;804.0;LAS;2248;1429;8;10;JFK;1055;810;N6715C;2013-04-09 08:00:00
2013;4;9;172769;133.0;-19.0;959.0;UA;1.0;726.0;MCO;937;1592;7;25;EWR;1018;725;N53441;2013-04-09 07:00:00
2013;4;9;173541;346.0;56.0;2354.0;UA;55.0;2035.0;SFO;2565;884;19;40;EWR;2258;1940;N511UA;2013-04-09 19:00:00
2013;4;9;172984;319.0;-26.0;1346.0;UA;4.0;1107.0;LAX;2454;500;11;3;EWR;1412;1103;N452UA;2013-04-09 11:00:00
2013;4;9;173328;141.0;-44.0;2000.0;AA;-7.0;1722.0;MIA;1085;1999;17;29;EWR;2044;1729;N3JKAA;2013-04-09 17:00:00
2013;4;9;172802;113.0;-19.0;1013.0;DL;-5.0;754.0;ATL;762;2047;7;59;LGA;1032;759;N670DN;2013-04-09 07:00:00
2013;4;9;173171;91.0;-19.0;1659.0;B6;-4.0;1455.0;CHS;636;1275;14;59;JFK;1718;1459;N274JB;2013-04-09 14:00:00
2013;4;9;173100;135.0;1.0;1508.0;EV;3.0;1332.0;STL;872;3832;13;29;EWR;1507;1329;N16546;2013-04-09 13:00:00
2013;4;9;173208;100.0;-17.0;1746.0;9E;-3.0;1527.0;IND;665;3579;15;30;JFK;1803;1530;N8673D;2013-04-09 15:00:00
2013;4;9;172843;117.0;-2.0;1055.0;B6;-5.0;824.0;JAX;828;611;8;29;JFK;1057;829;N317JB;2013-04-09 08:00:00
2013;4;9;172848;341.0;-19.0;1142.0;UA;-3.0;827.0;SFO;2565;398;8;30;EWR;1201;830;N561UA;2013-04-09 08:00:00
2013;4;9;173467;102.0;129.0;2141.0;EV;116.0;1922.0;CVG;569;4423;17;26;EWR;1932;1726;N13908;2013-04-09 17:00:00
2013;4;9;172876;88.0;-13.0;1102.0;DL;-4.0;856.0;DTW;502;181;9;0;LGA;1115;900;N370NW;2013-04-09 09:00:00
2013;4;9;173531;115.0;0.0;2248.0;9E;25.0;2025.0;JAX;828;3313;20;0;JFK;2248;2000;N932XJ;2013-04-09 20:00:00
2013;4;9;173371;192.0;15.0;2040.0;MQ;1.0;1801.0;XNA;1147;4413;18;0;LGA;2025;1800;N717MQ;2013-04-09 18:00:00
2013;4;9;173265;131.0;-19.0;1855.0;UA;-3.0;1624.0;MCO;937;1593;16;27;EWR;1914;1627;N27213;2013-04-09 16:00:00
2013;4;9;173607;24.0;39.0;2341.0;EV;57.0;2256.0;BDL;116;4276;21;59;EWR;2302;2159;N11107;2013-04-09 21:00:00
2013;4;9;173083;103.0;-3.0;1518.0;EV;10.0;1310.0;ATL;746;4898;13;0;EWR;1521;1300;N608QX;2013-04-09 13:00:00
2013;4;9;172849;108.0;-6.0;1102.0;DL;-2.0;828.0;ATL;760;27;8;30;JFK;1108;830;N985DL;2013-04-09 08:00:00
2013;4;9;172847;245.0;17.0;1119.0;F9;-8.0;827.0;DEN;1620;835;8;35;LGA;1102;835;N209FR;2013-04-09 08:00:00
2013;4;9;172930;45.0;6.0;1121.0;US;-7.0;953.0;DCA;214;2169;10;0;LGA;1115;1000;N762US;2013-04-09 10:00:00
2013;4;9;173410;163.0;-17.0;2043.0;WN;-2.0;1828.0;MSY;1167;2805;18;30;EWR;2100;1830;N445WN;2013-04-09 18:00:00
2013;4;10;174082;106.0;-15.0;1506.0;EV;-5.0;1255.0;ATL;746;4898;13;0;EWR;1521;1300;N750EV;2013-04-10 13:00:00
2013;4;10;173784;96.0;-3.0;940.0;EV;-6.0;739.0;DTW;488;4246;7;45;EWR;943;745;N14143;2013-04-10 07:00:00
2013;4;10;174475;141.0;158.0;114.0;DL;152.0;2147.0;FLL;1069;83;19;15;JFK;2236;1915;N3736C;2013-04-10 19:00:00
2013;4;10;173691;144.0;-18.0;847.0;B6;-6.0;605.0;FLL;1069;501;6;11;JFK;905;611;N662JB;2013-04-10 06:00:00
2013;4;10;173693;78.0;-22.0;748.0;US;-10.0;605.0;CLT;541;1657;6;15;JFK;810;615;N764US;2013-04-10 06:00:00
2013;4;10;173848;306.0;-58.0;1053.0;DL;-9.0;826.0;SAN;2446;857;8;35;JFK;1151;835;N3762Y;2013-04-10 08:00:00
2013;4;10;173879;37.0;25.0;1005.0;EV;27.0;857.0;MHT;209;4693;8;30;EWR;940;830;N13914;2013-04-10 08:00:00
2013;4;10;174384;76.0;-15.0;2017.0;US;-5.0;1824.0;CLT;541;297;18;29;JFK;2032;1829;N535UW;2013-04-10 18:00:00
2013;4;10;174431;337.0;76.0;2346.0;DL;8.0;1915.0;SEA;2422;1643;19;7;JFK;2230;1907;N3767;2013-04-10 19:00:00
2013;4;10;174122;298.0;2.0;1609.0;US;-2.0;1348.0;PHX;2133;186;13;50;EWR;1607;1350;N672AW;2013-04-10 13:00:00
2013;4;10;174348;160.0;269.0;2000.0;UA;230.0;1750.0;ORD;719;1680;14;0;EWR;1531;1400;N11206;2013-04-10 14:00:00
2013;4;10;174583;;;;AA;;;ORD;733;361;19;45;LGA;2125;1945;N4WLAA;2013-04-10 19:00:00
2013;4;10;173851;192.0;-27.0;1208.0;DL;-5.0;830.0;SJU;1598;301;8;35;JFK;1235;835;N3752;2013-04-10 08:00:00
2013;4;10;173917;312.0;-27.0;1203.0;VX;-6.0;929.0;LAS;2248;251;9;35;JFK;1230;935;N849VA;2013-04-10 09:00:00
2013;4;10;174256;33.0;-15.0;1705.0;AA;-2.0;1558.0;BOS;187;854;16;0;JFK;1720;1600;N3FWAA;2013-04-10 16:00:00
2013;4;10;174560;;;;9E;;;JAX;828;3313;20;0;JFK;2248;2000;;2013-04-10 20:00:00
2013;4;10;173692;165.0;-1.0;818.0;DL;-5.0;605.0;MSP;1020;1919;6;10;LGA;819;610;N915DL;2013-04-10 06:00:00
2013;4;10;174158;46.0;-4.0;1601.0;EV;-2.0;1438.0;IAD;229;5745;14;40;LGA;1605;1440;N830AS;2013-04-10 14:00:00
2013;4;10;174092;194.0;-19.0;1641.0;UA;-1.0;1306.0;SJU;1608;1708;13;7;EWR;1700;1307;N24729;2013-04-10 13:00:00
2013;4;10;174131;129.0;9.0;1533.0;EV;-3.0;1400.0;MSN;799;4171;14;3;EWR;1524;1403;N11536;2013-04-10 14:00:00
2013;4;10;174253;43.0;-4.0;1716.0;US;-4.0;1556.0;DCA;214;2181;16;0;LGA;1720;1600;N749US;2013-04-10 16:00:00
2013;4;10;174115;327.0;-21.0;1634.0;B6;0.0;1339.0;LGB;2465;209;13;39;JFK;1655;1339;N662JB;2013-04-10 13:00:00
2013;4;10;174027;358.0;-4.0;1511.0;UA;-6.0;1149.0;SFO;2565;1291;11;55;EWR;1515;1155;N38257;2013-04-10 11:00:00
2013;4;10;174053;147.0;-8.0;1507.0;B6;-6.0;1223.0;PBI;1028;991;12;29;JFK;1515;1229;N239JB;2013-04-10 12:00:00
2013;4;10;174055;216.0;37.0;1557.0;AA;-8.0;1227.0;DFW;1372;1033;12;35;EWR;1520;1235;N474AA;2013-04-10 12:00:00
2013;4;10;173773;324.0;-2.0;1013.0;AS;2.0;727.0;SEA;2402;21;7;25;EWR;1015;725;N408AS;2013-04-10 07:00:00
2013;4;10;173968;355.0;-19.0;1349.0;B6;-8.0;1027.0;SFO;2586;641;10;35;JFK;1408;1035;N656JB;2013-04-10 10:00:00
2013;4;10;174143;75.0;3.0;1557.0;MQ;20.0;1419.0;CLT;544;4577;13;59;LGA;1554;1359;N509MQ;2013-04-10 13:00:00
2013;4;10;174014;234.0;35.0;1408.0;UA;14.0;1129.0;DEN;1620;460;11;15;LGA;1333;1115;N524UA;2013-04-10 11:00:00
2013;4;10;173630;36.0;190.0;130.0;UA;199.0;18.0;BOS;200;1548;20;59;EWR;2220;2059;N73251;2013-04-10 20:00:00
2013;4;10;174074;217.0;15.0;1555.0;AA;0.0;1250.0;DFW;1389;745;12;50;LGA;1540;1250;N3ADAA;2013-04-10 12:00:00
2013;4;10;174579;;;;AA;;;ORD;733;319;9;55;LGA;1140;955;N503AA;2013-04-10 09:00:00
2013;4;10;173899;61.0;135.0;1038.0;B6;138.0;917.0;BUF;301;208;6;59;JFK;823;659;N653JB;2013-04-10 06:00:00
2013;4;10;173766;147.0;-27.0;1013.0;AA;-7.0;718.0;MIA;1089;443;7;25;JFK;1040;725;N327AA;2013-04-10 07:00:00
2013;4;10;174411;86.0;245.0;2211.0;EV;177.0;1852.0;CVG;569;5678;15;55;EWR;1806;1555;N12569;2013-04-10 15:00:00
2013;4;10;173739;277.0;-34.0;953.0;DL;-6.0;654.0;SLC;1990;1415;7;0;JFK;1027;700;N723TW;2013-04-10 07:00:00
2013;4;10;173781;344.0;9.0;1042.0;B6;21.0;731.0;LAX;2475;671;7;10;JFK;1033;710;N583JB;2013-04-10 07:00:00
2013;4;10;173635;101.0;236.0;241.0;DL;272.0;32.0;ATL;762;1147;20;0;LGA;2245;2000;N910DE;2013-04-10 20:00:00
2013;4;10;174450;360.0;106.0;26.0;AA;75.0;2025.0;LAX;2475;21;19;10;JFK;2240;1910;N336AA;2013-04-10 19:00:00
2013;4;10;174093;105.0;-6.0;1522.0;EV;3.0;1308.0;ATL;746;4141;13;5;EWR;1528;1305;N12135;2013-04-10 13:00:00
2013;4;10;174301;57.0;141.0;1831.0;EV;132.0;1659.0;IAD;212;4147;14;47;EWR;1610;1447;N14171;2013-04-10 14:00:00
2013;4;10;173652;34.0;230.0;348.0;B6;225.0;235.0;BOS;187;1018;22;50;JFK;2358;2250;N763JB;2013-04-10 22:00:00
2013;4;10;174553;;;;EV;;;GSO;461;5168;19;15;LGA;2111;1915;N753EV;2013-04-10 19:00:00
2013;4;10;173742;362.0;-9.0;1035.0;DL;-5.0;655.0;SFO;2586;1865;7;0;JFK;1044;700;N718TW;2013-04-10 07:00:00
2013;4;10;173745;166.0;-5.0;915.0;MQ;-5.0;655.0;XNA;1147;4534;7;0;LGA;920;700;N720MQ;2013-04-10 07:00:00
2013;4;10;174408;369.0;121.0;2.0;UA;18.0;1849.0;SFO;2586;389;18;31;JFK;2201;1831;N555UA;2013-04-10 18:00:00
2013;4;10;174386;364.0;87.0;2327.0;AA;-4.0;1826.0;LAX;2454;119;18;30;EWR;2200;1830;N3FBAA;2013-04-10 18:00:00
2013;4;10;174121;102.0;-4.0;1555.0;EV;-2.0;1348.0;SAV;708;4267;13;50;EWR;1559;1350;N16571;2013-04-10 13:00:00
2013;4;10;174506;137.0;231.0;226.0;B6;246.0;2336.0;TPA;1005;21;19;30;JFK;2235;1930;N206JB;2013-04-10 19:00:00
2013;4;10;174108;49.0;4.0;1440.0;EV;-3.0;1326.0;PWM;284;4308;13;29;EWR;1436;1329;N11137;2013-04-10 13:00:00
2013;4;10;173758;326.0;-30.0;1005.0;VX;-4.0;706.0;LAX;2475;399;7;10;JFK;1035;710;N639VA;2013-04-10 07:00:00
2013;4;10;173685;113.0;-19.0;706.0;WN;0.0;600.0;MDW;711;1972;6;0;EWR;725;600;N442WN;2013-04-10 06:00:00
2013;4;10;174287;62.0;121.0;1956.0;EV;30.0;1640.0;PIT;335;5486;16;10;LGA;1755;1610;N722EV;2013-04-10 16:00:00
2013;4;10;173808;192.0;-15.0;1130.0;UA;7.0;756.0;SJU;1608;1653;7;49;EWR;1145;749;N75432;2013-04-10 07:00:00
2013;4;10;173999;47.0;-5.0;1219.0;B6;-4.0;1111.0;BTV;266;24;11;15;JFK;1224;1115;N265JB;2013-04-10 11:00:00
2013;4;10;174038;144.0;-28.0;1442.0;AA;-2.0;1158.0;MIA;1085;977;12;0;EWR;1510;1200;N3CBAA;2013-04-10 12:00:00
2013;4;10;174057;108.0;24.0;1501.0;EV;3.0;1231.0;IND;645;4464;12;28;EWR;1437;1228;N16918;2013-04-10 12:00:00
2013;4;10;174402;;;;9E;12.0;1841.0;DAY;549;4059;18;29;LGA;2040;1829;N8444F;2013-04-10 18:00:00
2013;4;10;174080;112.0;-9.0;1527.0;DL;-5.0;1254.0;ATL;762;781;12;59;LGA;1536;1259;N935DL;2013-04-10 12:00:00
2013;4;10;173754;94.0;3.0;919.0;DL;-14.0;701.0;DTW;502;831;7;15;LGA;916;715;N366NB;2013-04-10 07:00:00
2013;4;10;174557;;;;EV;;;BNA;748;4353;17;29;EWR;1847;1729;N16976;2013-04-10 17:00:00
2013;4;10;174434;153.0;150.0;19.0;DL;55.0;1920.0;MIA;1089;1085;18;25;JFK;2149;1825;N903DE;2013-04-10 18:00:00
2013;4;10;173696;152.0;-14.0;901.0;AA;-4.0;611.0;MIA;1085;1895;6;15;EWR;915;615;N3HUAA;2013-04-10 06:00:00
2013;4;10;173649;64.0;336.0;340.0;FL;348.0;218.0;CAK;397;354;20;30;LGA;2204;2030;N943AT;2013-04-10 20:00:00
2013;4;10;174285;158.0;326.0;2004.0;UA;216.0;1636.0;ORD;733;621;13;0;LGA;1438;1300;N838UA;2013-04-10 13:00:00
2013;4;10;173669;141.0;-25.0;827.0;B6;-7.0;553.0;FLL;1076;371;6;0;LGA;852;600;N565JB;2013-04-10 06:00:00
2013;4;10;174241;326.0;-14.0;1841.0;UA;9.0;1549.0;LAX;2475;1101;15;40;JFK;1855;1540;N67134;2013-04-10 15:00:00
2013;4;10;173705;81.0;-15.0;810.0;US;-5.0;624.0;CLT;529;1507;6;29;EWR;825;629;N189UW;2013-04-10 06:00:00
2013;4;10;173787;329.0;-26.0;1034.0;DL;-5.0;740.0;SEA;2422;183;7;45;JFK;1100;745;N6711M;2013-04-10 07:00:00
2013;4;10;174495;158.0;242.0;136.0;DL;235.0;2255.0;MSY;1182;1051;19;0;JFK;2134;1900;N345NB;2013-04-10 19:00:00
2013;4;10;173737;132.0;15.0;950.0;AA;-2.0;653.0;MCO;944;1815;6;55;JFK;935;655;N5DXAA;2013-04-10 06:00:00
2013;4;10;173744;42.0;-6.0;802.0;US;-5.0;655.0;DCA;214;2163;7;0;LGA;808;700;N762US;2013-04-10 07:00:00
2013;4;10;174129;363.0;11.0;1721.0;UA;-1.0;1354.0;SFO;2565;1067;13;55;EWR;1710;1355;N33286;2013-04-10 13:00:00
2013;4;10;174351;221.0;74.0;2119.0;WN;37.0;1752.0;HOU;1411;157;17;15;EWR;2005;1715;N952WN;2013-04-10 17:00:00
2013;4;10;173730;73.0;7.0;848.0;US;-6.0;639.0;CLT;529;1621;6;45;EWR;841;645;N184US;2013-04-10 06:00:00
2013;4;10;173770;196.0;2.0;1005.0;UA;3.0;723.0;IAH;1416;427;7;20;LGA;1003;720;N535UA;2013-04-10 07:00:00
2013;4;10;173702;202.0;-12.0;903.0;WN;-2.0;623.0;HOU;1411;815;6;25;EWR;915;625;N629SW;2013-04-10 06:00:00
2013;4;10;173697;354.0;-7.0;928.0;UA;-2.0;611.0;SFO;2586;303;6;13;JFK;935;613;N508UA;2013-04-10 06:00:00
2013;4;10;174598;;;;US;;;DCA;214;2191;21;0;LGA;2215;2100;;2013-04-10 21:00:00
2013;4;10;173880;149.0;-4.0;1155.0;UA;-1.0;857.0;PBI;1023;701;8;58;EWR;1159;858;N827UA;2013-04-10 08:00:00
2013;4;10;174375;49.0;36.0;1934.0;B6;39.0;1809.0;IAD;228;1307;17;30;JFK;1858;1730;N187JB;2013-04-10 17:00:00
2013;4;10;174575;;;;9E;;;TYS;647;4033;20;15;LGA;2239;2015;;2013-04-10 20:00:00
2013;4;10;173954;238.0;27.0;1337.0;AA;-7.0;1008.0;DFW;1389;731;10;15;LGA;1310;1015;N3GKAA;2013-04-10 10:00:00
2013;4;10;174476;143.0;134.0;123.0;UA;103.0;2147.0;RSW;1068;1299;20;4;EWR;2309;2004;N77295;2013-04-10 20:00:00
2013;4;10;174244;156.0;-14.0;1806.0;DL;4.0;1552.0;MSY;1183;1705;15;48;LGA;1820;1548;N371NB;2013-04-10 15:00:00
2013;4;10;173631;115.0;291.0;136.0;EV;325.0;25.0;BHM;866;5038;19;0;LGA;2045;1900;N713EV;2013-04-10 19:00:00
2013;4;10;173779;232.0;46.0;1004.0;UA;36.0;729.0;DEN;1620;311;6;53;LGA;918;653;N506UA;2013-04-10 06:00:00
2013;4;10;173952;316.0;-30.0;1306.0;UA;-8.0;1007.0;SFO;2565;596;10;15;EWR;1336;1015;N452UA;2013-04-10 10:00:00
2013;4;10;173901;324.0;-12.0;1218.0;VX;2.0;917.0;LAX;2454;161;9;15;EWR;1230;915;N636VA;2013-04-10 09:00:00
2013;4;10;173777;342.0;-34.0;1036.0;VX;-1.0;729.0;SFO;2586;11;7;30;JFK;1110;730;N844VA;2013-04-10 07:00:00
2013;4;10;173962;43.0;-13.0;1129.0;EV;-7.0;1023.0;IAD;212;4249;10;30;EWR;1142;1030;N13118;2013-04-10 10:00:00
2013;4;10;174502;35.0;141.0;15.0;B6;157.0;2317.0;BOS;200;1178;20;40;EWR;2154;2040;N348JB;2013-04-10 20:00:00
2013;4;10;174169;189.0;119.0;1843.0;DL;10.0;1445.0;MSP;1020;1819;14;35;LGA;1644;1435;N343NW;2013-04-10 14:00:00
2013;4;10;174260;129.0;-17.0;1835.0;UA;-4.0;1601.0;MCO;937;1519;16;5;EWR;1852;1605;N79402;2013-04-10 16:00:00
2013;4;10;173864;155.0;87.0;1142.0;AA;14.0;844.0;ORD;733;309;8;30;LGA;1015;830;N526AA;2013-04-10 08:00:00
2013;4;10;173638;141.0;259.0;330.0;DL;301.0;51.0;FLL;1076;1854;19;50;LGA;2311;1950;N912DE;2013-04-10 19:00:00
2013;4;10;173810;211.0;8.0;1056.0;UA;-1.0;758.0;DFW;1372;1028;7;59;EWR;1048;759;N26215;2013-04-10 07:00:00
2013;4;10;174485;147.0;102.0;138.0;B6;56.0;2211.0;MCO;937;927;21;15;EWR;2356;2115;N644JB;2013-04-10 21:00:00
2013;4;10;174461;62.0;134.0;2257.0;DL;113.0;2053.0;PIT;335;975;19;0;LGA;2043;1900;N368NB;2013-04-10 19:00:00
2013;4;11;175393;94.0;-8.0;2124.0;9E;1.0;1911.0;CVG;589;3367;19;10;JFK;2132;1910;N920XJ;2013-04-11 19:00:00
2013;4;11;174927;114.0;-1.0;1217.0;EV;-2.0;1058.0;BNA;748;4371;11;0;EWR;1218;1100;N48901;2013-04-11 11:00:00
2013;4;11;175105;92.0;1.0;1653.0;DL;-2.0;1448.0;DTW;502;1231;14;50;LGA;1652;1450;N346NB;2013-04-11 14:00:00
2013;4;11;175368;32.0;5.0;1940.0;B6;39.0;1845.0;BOS;187;1016;18;6;JFK;1935;1806;N318JB;2013-04-11 18:00:00
2013;4;11;175208;52.0;66.0;1736.0;MQ;68.0;1613.0;DCA;213;3823;15;5;JFK;1630;1505;N513MQ;2013-04-11 15:00:00
2013;4;11;174716;161.0;40.0;926.0;EV;39.0;719.0;MSP;1008;4535;6;40;EWR;846;640;N13124;2013-04-11 06:00:00
2013;4;11;175313;153.0;-24.0;2056.0;AA;1.0;1756.0;MIA;1096;1611;17;55;LGA;2120;1755;N3CHAA;2013-04-11 17:00:00
2013;4;11;175128;222.0;74.0;1810.0;UA;36.0;1458.0;IAH;1400;350;14;22;EWR;1656;1422;N513UA;2013-04-11 14:00:00
2013;4;11;175545;42.0;164.0;2334.0;EV;179.0;2229.0;IAD;228;5714;19;30;JFK;2050;1930;N833AS;2013-04-11 19:00:00
2013;4;11;175462;141.0;36.0;2321.0;MQ;4.0;2024.0;ATL;762;4662;20;20;LGA;2245;2020;N512MQ;2013-04-11 20:00:00
2013;4;11;174786;328.0;-26.0;1126.0;UA;-5.0;820.0;SFO;2586;397;8;25;JFK;1152;825;N505UA;2013-04-11 08:00:00
2013;4;11;174846;51.0;6.0;1030.0;B6;14.0;919.0;ROC;264;20;9;5;JFK;1024;905;N337JB;2013-04-11 09:00:00
2013;4;11;175505;145.0;46.0;23.0;B6;55.0;2120.0;FLL;1069;801;20;25;JFK;2337;2025;N766JB;2013-04-11 20:00:00
2013;4;11;174815;44.0;-10.0;958.0;EV;6.0;850.0;PWM;284;4558;8;44;EWR;1008;844;N17984;2013-04-11 08:00:00
2013;4;11;175493;35.0;-6.0;2214.0;UA;7.0;2106.0;BOS;200;1548;20;59;EWR;2220;2059;N77525;2013-04-11 20:00:00
2013;4;11;174924;32.0;-23.0;1149.0;US;-7.0;1053.0;BOS;184;2124;11;0;LGA;1212;1100;N945UW;2013-04-11 11:00:00
2013;4;11;175358;97.0;29.0;2105.0;9E;23.0;1838.0;DTW;509;3285;18;15;JFK;2036;1815;N903XJ;2013-04-11 18:00:00
2013;4;11;175125;94.0;8.0;1728.0;EV;-1.0;1458.0;CHS;641;5276;14;59;LGA;1720;1459;N717EV;2013-04-11 14:00:00
2013;4;11;174972;47.0;6.0;1317.0;US;-6.0;1154.0;DCA;214;2173;12;0;LGA;1311;1200;N745VJ;2013-04-11 12:00:00
2013;4;11;175070;130.0;3.0;1527.0;EV;-7.0;1356.0;MSN;799;4171;14;3;EWR;1524;1403;N22909;2013-04-11 14:00:00
2013;4;11;175366;334.0;-36.0;2141.0;B6;-1.0;1844.0;SMF;2521;171;18;45;JFK;2217;1845;N571JB;2013-04-11 18:00:00
2013;4;11;175479;85.0;56.0;2242.0;9E;70.0;2040.0;CLT;541;3798;19;30;JFK;2146;1930;N8928A;2013-04-11 19:00:00
2013;4;11;175013;205.0;7.0;1547.0;AA;-3.0;1247.0;DFW;1389;745;12;50;LGA;1540;1250;N3FBAA;2013-04-11 12:00:00
2013;4;11;175259;137.0;-21.0;1839.0;AA;-7.0;1708.0;STL;888;2019;17;15;LGA;1900;1715;N512AA;2013-04-11 17:00:00
2013;4;11;174779;143.0;-6.0;1109.0;DL;-1.0;814.0;TPA;1005;1167;8;15;JFK;1115;815;N310DE;2013-04-11 08:00:00
2013;4;11;174742;148.0;-11.0;1050.0;UA;0.0;749.0;MIA;1085;453;7;49;EWR;1101;749;N422UA;2013-04-11 07:00:00
2013;4;11;174804;327.0;-7.0;1130.0;UA;-4.0;832.0;SAN;2425;692;8;36;EWR;1137;836;N562UA;2013-04-11 08:00:00
2013;4;11;175239;37.0;30.0;1749.0;US;46.0;1646.0;BOS;184;2134;16;0;LGA;1719;1600;N956UW;2013-04-11 16:00:00
2013;4;11;174726;343.0;-24.0;1041.0;VX;-5.0;725.0;SFO;2565;183;7;30;EWR;1105;730;N843VA;2013-04-11 07:00:00
2013;4;11;175321;235.0;8.0;2133.0;UA;1.0;1801.0;SAT;1569;1645;18;0;EWR;2125;1800;N73251;2013-04-11 18:00:00
2013;4;11;175590;;;;EV;;;MSP;1008;4901;6;15;EWR;818;615;N709EV;2013-04-11 06:00:00
2013;4;11;175266;107.0;1.0;1925.0;DL;17.0;1717.0;ATL;746;2042;17;0;EWR;1924;1700;N301DQ;2013-04-11 17:00:00
2013;4;11;175581;;;;EV;;;ATL;746;4137;7;20;EWR;944;720;N11137;2013-04-11 07:00:00
2013;4;11;175340;200.0;68.0;2130.0;UA;51.0;1820.0;IAH;1400;745;17;29;EWR;2022;1729;N473UA;2013-04-11 17:00:00
2013;4;11;175009;137.0;19.0;1547.0;B6;0.0;1242.0;PBI;1028;991;12;42;JFK;1528;1242;N760JB;2013-04-11 12:00:00
2013;4;11;174943;82.0;-1.0;1304.0;MQ;-3.0;1112.0;CMH;479;4485;11;15;LGA;1305;1115;N713MQ;2013-04-11 11:00:00
2013;4;11;175146;210.0;-6.0;1809.0;UA;11.0;1521.0;AUS;1504;509;15;10;EWR;1815;1510;N491UA;2013-04-11 15:00:00
2013;4;11;174741;217.0;-24.0;949.0;UA;-1.0;747.0;DEN;1620;569;7;48;LGA;1013;748;N522UA;2013-04-11 07:00:00
2013;4;11;174766;227.0;38.0;1126.0;UA;4.0;803.0;DFW;1372;1028;7;59;EWR;1048;759;N15712;2013-04-11 07:00:00
2013;4;11;174987;209.0;9.0;1519.0;AA;-7.0;1203.0;DFW;1389;743;12;10;LGA;1510;1210;N483AA;2013-04-11 12:00:00
2013;4;11;174730;229.0;-16.0;949.0;WN;-1.0;729.0;DEN;1620;2692;7;30;LGA;1005;730;N428WN;2013-04-11 07:00:00
2013;4;11;174945;126.0;98.0;1348.0;AA;45.0;1115.0;ORD;733;321;10;30;LGA;1210;1030;N503AA;2013-04-11 10:00:00
2013;4;11;175391;51.0;206.0;2036.0;9E;218.0;1908.0;ROC;264;4178;15;30;JFK;1710;1530;N8409N;2013-04-11 15:00:00
2013;4;11;175485;104.0;16.0;2255.0;9E;35.0;2050.0;TYS;647;4033;20;15;LGA;2239;2015;N8986B;2013-04-11 20:00:00
2013;4;11;175432;49.0;52.0;2136.0;9E;36.0;1951.0;BWI;184;3369;19;15;JFK;2044;1915;N919XJ;2013-04-11 19:00:00
2013;4;11;175173;64.0;43.0;1723.0;MQ;47.0;1547.0;PIT;340;4333;15;0;JFK;1640;1500;N627MQ;2013-04-11 15:00:00
2013;4;11;175356;367.0;44.0;2234.0;UA;8.0;1837.0;SNA;2434;148;18;29;EWR;2150;1829;N15712;2013-04-11 18:00:00
2013;4;11;175104;114.0;19.0;1713.0;FL;19.0;1448.0;ATL;762;357;14;29;LGA;1654;1429;N927AT;2013-04-11 14:00:00
2013;4;11;175329;59.0;200.0;1952.0;9E;191.0;1806.0;BUF;301;3318;14;55;JFK;1632;1455;N602LR;2013-04-11 14:00:00
2013;4;11;175295;142.0;31.0;1924.0;EV;32.0;1741.0;STL;872;4202;17;9;EWR;1853;1709;N16546;2013-04-11 17:00:00
2013;4;11;175023;69.0;-2.0;1433.0;MQ;-5.0;1255.0;RDU;427;4404;13;0;JFK;1435;1300;N813MQ;2013-04-11 13:00:00
2013;4;11;175413;132.0;-15.0;2210.0;DL;5.0;1930.0;MCO;950;1485;19;25;LGA;2225;1925;N912DE;2013-04-11 19:00:00
2013;4;11;175582;;;;EV;;;ATL;746;4140;9;59;EWR;1231;959;N14916;2013-04-11 09:00:00
2013;4;11;174787;125.0;-14.0;1108.0;DL;-4.0;821.0;MCO;944;1959;8;25;JFK;1122;825;N950DL;2013-04-11 08:00:00
2013;4;11;175442;207.0;-8.0;2258.0;UA;-4.0;2000.0;DFW;1372;1130;20;4;EWR;2306;2004;N78285;2013-04-11 20:00:00
2013;4;11;175575;;;;EV;;;IND;645;4085;17;15;EWR;1927;1715;N14923;2013-04-11 17:00:00
2013;4;11;175488;189.0;99.0;2338.0;EV;76.0;2051.0;TUL;1215;4333;19;35;EWR;2159;1935;N34110;2013-04-11 19:00:00
2013;4;11;175149;149.0;4.0;1838.0;DL;-5.0;1525.0;TPA;1010;1935;15;30;LGA;1834;1530;N355NW;2013-04-11 15:00:00
2013;4;11;174755;150.0;-35.0;1043.0;DL;-4.0;756.0;MIA;1089;269;8;0;JFK;1118;800;N957DL;2013-04-11 08:00:00
2013;4;11;175386;131.0;-11.0;2148.0;DL;2.0;1901.0;MCO;944;2159;18;59;JFK;2159;1859;N392DA;2013-04-11 18:00:00
2013;4;11;174771;124.0;-11.0;1047.0;B6;-2.0;808.0;MCO;944;1907;8;10;JFK;1058;810;N589JB;2013-04-11 08:00:00
