movie_title;title_year;country;language;duration;director_name;budget;gross
Heartbreakers;2001.0;USA;English;123.0;David Mirkin;35000000.0;40334024.0
Paul Blart: Mall Cop 2;2015.0;USA;English;94.0;Andy Fickman;30000000.0;71038190.0
Angel Eyes;2001.0;USA;English;102.0;Luis Mandoki;38000000.0;24044532.0
Joe Somebody;2001.0;USA;English;98.0;John Pasquin;38000000.0;22770864.0
The Ninth Gate;1999.0;Spain;English;133.0;Roman Polanski;38000000.0;18653746.0
Extreme Measures;1996.0;USA;English;118.0;Michael Apted;38000000.0;17305211.0
Rock Star;2001.0;USA;English;105.0;Stephen Herek;57000000.0;16991902.0
Precious;2009.0;USA;English;109.0;Lee Daniels;10000000.0;47536959.0
White Squall;1996.0;USA;English;129.0;Ridley Scott;38000000.0;10300000.0
The Thing;1982.0;USA;English;109.0;John Carpenter;15000000.0;13782838.0
Riddick;2013.0;USA;English;127.0;David Twohy;38000000.0;41997790.0
Switchback;1997.0;USA;English;118.0;Jeb Stuart;37000000.0;6482195.0
Texas Rangers;2001.0;USA;English;110.0;Steve Miner;38000000.0;623374.0
City of Ember;2008.0;USA;English;90.0;Gil Kenan;55000000.0;7871693.0
The Master;2012.0;USA;English;144.0;Paul Thomas Anderson;32000000.0;16377274.0
Virgin Territory;2007.0;Italy;English;97.0;David Leland;38000000.0;
The Express;2008.0;USA;English;130.0;Gary Fleder;40000000.0;9589875.0
The 5th Wave;2016.0;USA;English;112.0;J Blakeson;38000000.0;34912982.0
Creed;2015.0;USA;English;133.0;Ryan Coogler;35000000.0;109712885.0
The Town;2010.0;USA;English;150.0;Ben Affleck;37000000.0;92173235.0
What to Expect When You're Expecting;2012.0;USA;English;110.0;Kirk Jones;40000000.0;41102171.0
Burn After Reading;2008.0;USA;English;96.0;Ethan Coen;37000000.0;60338891.0
Nim's Island;2008.0;USA;English;96.0;Jennifer Flackett;37000000.0;48006503.0
Rush;2013.0;UK;English;123.0;Ron Howard;38000000.0;26903709.0
Magnolia;1999.0;USA;English;188.0;Paul Thomas Anderson;37000000.0;22450975.0
Cop Out;2010.0;USA;English;107.0;Kevin Smith;37000000.0;44867349.0
How to Be Single;2016.0;USA;English;110.0;Christian Ditter;38000000.0;46813366.0
Dolphin Tale;2011.0;USA;English;113.0;Charles Martin Smith;37000000.0;72279690.0
Twilight;2008.0;USA;English;122.0;Catherine Hardwicke;37000000.0;191449475.0
John Q;2002.0;USA;English;116.0;Nick Cassavetes;36000000.0;71026631.0
Blue Streak;1999.0;USA;English;93.0;Les Mayfield;65000000.0;68208190.0
We're the Millers;2013.0;USA;English;118.0;Rawson Marshall Thurber;37000000.0;150368971.0
Obitaemyy ostrov;2009.0;Russia;Russian;115.0;Fedor Bondarchuk;29500000.0;
Breakdown;1997.0;USA;English;93.0;Jonathan Mostow;36000000.0;50129186.0
Never Say Never Again;1983.0;UK;English;121.0;Irvin Kershner;36000000.0;55500000.0
Hot Tub Time Machine;2010.0;USA;English;101.0;Steve Pink;36000000.0;50213619.0
Dolphin Tale 2;2014.0;USA;English;107.0;Charles Martin Smith;36000000.0;42019483.0
Reindeer Games;2000.0;USA;English;124.0;John Frankenheimer;34000000.0;23360779.0
A Man Apart;2003.0;USA;English;109.0;F. Gary Gray;36000000.0;26183197.0
Aloha;2015.0;USA;English;105.0;Cameron Crowe;37000000.0;20991497.0
Ghosts of Mississippi;1996.0;USA;English;130.0;Rob Reiner;36000000.0;13052741.0
Snow Falling on Cedars;1999.0;USA;English;127.0;Scott Hicks;36000000.0;14378353.0
The Rite;2011.0;USA;English;114.0;Mikael Håfström;37000000.0;33037754.0
Gattaca;1997.0;USA;English;106.0;Andrew Niccol;36000000.0;12339633.0
Isn't She Great;2000.0;USA;English;95.0;Andrew Bergman;36000000.0;2954405.0
Space Chimps;2008.0;USA;English;81.0;Kirk De Micco;37000000.0;30105968.0
Head of State;2003.0;USA;English;95.0;Chris Rock;35200000.0;37788228.0
The Hangover;2009.0;USA;English;108.0;Todd Phillips;35000000.0;277313371.0
Ip Man 3;2015.0;Hong Kong;Cantonese;105.0;Wilson Yip;36000000.0;2126511.0
Austin Powers: The Spy Who Shagged Me;1999.0;USA;English;95.0;Jay Roach;33000000.0;205399422.0
Batman;1989.0;USA;English;126.0;Tim Burton;35000000.0;251188924.0
There Be Dragons;2011.0;Spain;English;102.0;Roland Joffé;36000000.0;1068392.0
Lethal Weapon 3;1992.0;USA;English;121.0;Richard Donner;35000000.0;144731527.0
The Blind Side;2009.0;USA;English;129.0;John Lee Hancock;29000000.0;255950375.0
Rush Hour;;USA;English;43.0;;;
Spy Kids;2001.0;USA;English;88.0;Robert Rodriguez;35000000.0;112692062.0
Horrible Bosses;2011.0;USA;English;106.0;Seth Gordon;35000000.0;117528646.0
True Grit;2010.0;USA;English;110.0;Ethan Coen;38000000.0;171031347.0
The Devil Wears Prada;2006.0;USA;English;109.0;David Frankel;35000000.0;124732962.0
Star Trek: The Motion Picture;1979.0;USA;English;143.0;Robert Wise;35000000.0;82300000.0
Identity Thief;2013.0;USA;English;120.0;Seth Gordon;35000000.0;134455175.0
Cape Fear;1991.0;USA;English;128.0;Martin Scorsese;35000000.0;79100000.0
21;2008.0;USA;English;123.0;Robert Luketic;35000000.0;81159365.0
Trainwreck;2015.0;Japan;English;129.0;Judd Apatow;35000000.0;110008260.0
Guess Who;2005.0;USA;English;105.0;Kevin Rodney Sullivan;35000000.0;67962333.0
The English Patient;1996.0;USA;English;162.0;Anthony Minghella;27000000.0;78651430.0
L.A. Confidential;1997.0;USA;English;138.0;Curtis Hanson;35000000.0;64604977.0
Sky High;2005.0;USA;English;100.0;Mike Mitchell;35000000.0;63939454.0
In & Out;1997.0;USA;English;90.0;Frank Oz;35000000.0;63826569.0
Species;1995.0;USA;English;108.0;Roger Donaldson;35000000.0;60054449.0
A Nightmare on Elm Street;1984.0;USA;English;101.0;Wes Craven;1800000.0;26505000.0
The Cell;2000.0;USA;English;109.0;Tarsem Singh;33000000.0;61280963.0
The Man in the Iron Mask;1998.0;USA;English;132.0;Randall Wallace;35000000.0;56876365.0
Secretariat;2010.0;USA;English;123.0;Randall Wallace;35000000.0;59699513.0
TMNT;2007.0;Hong Kong;English;87.0;Kevin Munroe;34000000.0;54132596.0
Radio;2003.0;USA;English;109.0;Michael Tollin;35000000.0;52277485.0
Friends with Benefits;2011.0;USA;English;109.0;Will Gluck;35000000.0;55802754.0
Neighbors 2: Sorority Rising;2016.0;USA;English;92.0;Nicholas Stoller;35000000.0;55291815.0
Saving Mr. Banks;2013.0;USA;English;125.0;John Lee Hancock;35000000.0;83299761.0
Malcolm X;1992.0;USA;English;202.0;Spike Lee;33000000.0;48169908.0
This Is 40;2012.0;USA;English;134.0;Judd Apatow;35000000.0;67523385.0
Old Dogs;2009.0;USA;English;88.0;Walt Becker;35000000.0;49474048.0
Underworld: Rise of the Lycans;2009.0;USA;English;92.0;Patrick Tatopoulos;35000000.0;45802315.0
License to Wed;2007.0;USA;English;91.0;Ken Kwapis;35000000.0;43792641.0
The Benchwarmers;2006.0;USA;English;75.0;Dennis Dugan;33000000.0;57651794.0
Must Love Dogs;2005.0;USA;English;98.0;Gary David Goldberg;30000000.0;43894863.0
Donnie Brasco;1997.0;USA;English;147.0;Mike Newell;35000000.0;41954997.0
Resident Evil;2002.0;UK;English;100.0;Paul W.S. Anderson;33000000.0;39532308.0
Poltergeist;1982.0;USA;English;120.0;Tobe Hooper;10700000.0;76600000.0
The Ladykillers;2004.0;USA;English;104.0;Ethan Coen;35000000.0;39692139.0
Max Payne;2008.0;Canada;English;103.0;John Moore;35000000.0;40687294.0
In Time;2011.0;USA;English;109.0;Andrew Niccol;40000000.0;37553932.0
The Back-up Plan;2010.0;USA;English;104.0;Alan Poul;35000000.0;37481242.0
Something Borrowed;2011.0;USA;English;112.0;Luke Greenfield;35000000.0;39026186.0
Hit the Floor;;USA;English;60.0;;;
Black Knight;2001.0;USA;English;95.0;Gil Junger;50000000.0;33422806.0
The Bad News Bears;1976.0;USA;English;102.0;Michael Ritchie;;
Street Fighter;1994.0;Japan;English;102.0;Steven E. de Souza;35000000.0;33423521.0
The Pianist;2002.0;France;English;150.0;Roman Polanski;35000000.0;32519322.0
From Hell;2001.0;USA;English;122.0;Albert Hughes;35000000.0;31598308.0
The Nativity Story;2006.0;USA;English;101.0;Catherine Hardwicke;30000000.0;37617947.0
House of Wax;2005.0;Australia;English;108.0;Jaume Collet-Serra;30000000.0;32048809.0
Closer;2004.0;USA;English;98.0;Mike Nichols;27000000.0;33987757.0
J. Edgar;2011.0;USA;English;137.0;Clint Eastwood;35000000.0;37304950.0
Mirrors;2008.0;USA;English;112.0;Alexandre Aja;35000000.0;30691439.0
Queen of the Damned;2002.0;USA;English;101.0;Michael Rymer;35000000.0;30307804.0
Predator 2;1990.0;USA;English;103.0;Stephen Hopkins;35000000.0;30669413.0
Untraceable;2008.0;USA;English;101.0;Gregory Hoblit;35000000.0;28687835.0
Blast from the Past;1999.0;USA;English;112.0;Hugh Wilson;35000000.0;26494611.0
Flash Gordon;1980.0;UK;English;111.0;Mike Hodges;20000000.0;
Jersey Girl;2004.0;USA;English;102.0;Kevin Smith;35000000.0;25266129.0
Alex Cross;2012.0;USA;English;101.0;Rob Cohen;35000000.0;25863915.0
Midnight in the Garden of Good and Evil;1997.0;USA;English;155.0;Clint Eastwood;30000000.0;25078937.0
Heist;2015.0;USA;English;93.0;Scott Mann;19000000.0;
Nanny McPhee Returns;2010.0;UK;English;109.0;Susanna White;35000000.0;28995450.0
Hoffa;1992.0;USA;English;140.0;Danny DeVito;35000000.0;24276500.0
The X Files: I Want to Believe;2008.0;USA;English;108.0;Chris Carter;30000000.0;20981633.0
Ella Enchanted;2004.0;USA;English;96.0;Tommy O'Haver;35000000.0;22913677.0
Concussion;2015.0;UK;English;123.0;Peter Landesman;35000000.0;34531832.0
Abduction;2011.0;USA;English;106.0;John Singleton;35000000.0;28064226.0
Valiant;2005.0;UK;English;76.0;Gary Chapman;35000000.0;19447478.0
Wonder Boys;2000.0;USA;English;107.0;Curtis Hanson;55000000.0;19389454.0
Superhero Movie;2008.0;USA;English;82.0;Craig Mazin;35000000.0;25871834.0
Broken City;2013.0;USA;English;109.0;Allen Hughes;35000000.0;19692608.0
Cursed;2005.0;USA;English;99.0;Wes Craven;35000000.0;19294901.0
Premium Rush;2012.0;USA;English;91.0;David Koepp;35000000.0;20275446.0
Hot Pursuit;2015.0;USA;English;87.0;Anne Fletcher;35000000.0;34507079.0
The Four Feathers;2002.0;UK;English;125.0;Shekhar Kapur;35000000.0;18306166.0
Parker;2013.0;USA;English;118.0;Taylor Hackford;35000000.0;17609982.0
Wimbledon;2004.0;UK;English;98.0;Richard Loncraine;31000000.0;16831505.0
Furry Vengeance;2010.0;USA;English;92.0;Roger Kumble;35000000.0;17596256.0
Bait;2012.0;Australia;English;93.0;Kimble Rendall;30000000.0;
Krull;1983.0;UK;English;116.0;Peter Yates;27000000.0;
Lions for Lambs;2007.0;USA;English;92.0;Robert Redford;35000000.0;14998070.0
Flight of the Intruder;1991.0;USA;English;115.0;John Milius;35000000.0;14587732.0
Walk Hard: The Dewey Cox Story;2007.0;USA;English;120.0;Jake Kasdan;35000000.0;18317151.0
The Shipping News;2001.0;USA;English;111.0;Lasse Hallström;35000000.0;11405825.0
American Outlaws;2001.0;USA;English;94.0;Les Mayfield;35000000.0;13264986.0
The Young Victoria;2009.0;UK;English;100.0;Jean-Marc Vallée;35000000.0;10991381.0
Whiteout;2009.0;USA;English;101.0;Dominic Sena;35000000.0;10268846.0
The Tree of Life;2011.0;USA;English;139.0;Terrence Malick;32000000.0;13303319.0
Knock Off;1998.0;Aruba;English;91.0;Hark Tsui;35000000.0;10076136.0
Sabotage;2014.0;USA;English;109.0;David Ayer;35000000.0;10499968.0
The Order;2003.0;USA;English;102.0;Brian Helgeland;38000000.0;7659747.0
Punisher: War Zone;2008.0;USA;English;103.0;Lexi Alexander;35000000.0;7948159.0
Zoom;2006.0;USA;English;83.0;Peter Hewitt;35000000.0;11631245.0
The Walk;2015.0;USA;English;123.0;Robert Zemeckis;35000000.0;10137502.0
Warriors of Virtue;1997.0;USA;English;101.0;Ronny Yu;35000000.0;6448817.0
A Good Year;2006.0;USA;English;117.0;Ridley Scott;35000000.0;7458269.0
Luther;;UK;English;60.0;;;
Radio Flyer;1992.0;USA;English;114.0;Richard Donner;35000000.0;4651977.0
Blood In, Blood Out;1993.0;USA;English;330.0;Taylor Hackford;35000000.0;4496583.0
Smilla's Sense of Snow;1997.0;Denmark;English;121.0;Bille August;35000000.0;2221994.0
Femme Fatale;2002.0;France;English;114.0;Brian De Palma;35000000.0;6592103.0
Lion of the Desert;1980.0;Libya;English;156.0;Moustapha Akkad;35000000.0;
The Horseman on the Roof;1995.0;France;French;135.0;Jean-Paul Rappeneau;;1877179.0
Ride with the Devil;1999.0;USA;English;148.0;Ang Lee;35000000.0;630779.0
Biutiful;2010.0;Mexico;Spanish;148.0;Alejandro G. Iñárritu;;5100937.0
The Lovers;2015.0;Belgium;English;109.0;Roland Joffé;;
Bandidas;2006.0;France;English;93.0;Joachim Rønning;32000000.0;
Black Water Transit;2009.0;USA;English;;Tony Kaye;23000000.0;
The Maze Runner;2014.0;USA;English;113.0;Wes Ball;34000000.0;102413606.0
Unfinished Business;2015.0;USA;English;91.0;Ken Scott;35000000.0;10214013.0
The Age of Innocence;1993.0;USA;English;139.0;Martin Scorsese;30000000.0;32000000.0
The Fountain;2006.0;USA;English;96.0;Darren Aronofsky;35000000.0;10139254.0
Chill Factor;1999.0;USA;English;102.0;Hugh Johnson;34000000.0;11227940.0
Stolen;2012.0;USA;English;96.0;Simon West;35000000.0;183125.0
Ponyo;2008.0;Japan;Japanese;101.0;Hayao Miyazaki;34000000.0;15081783.0
The Longest Ride;2015.0;USA;English;128.0;George Tillman Jr.;34000000.0;37432299.0
The Astronaut's Wife;1999.0;USA;English;109.0;Rand Ravich;34000000.0;10654581.0
I Dreamed of Africa;2000.0;USA;English;114.0;Hugh Hudson;34000000.0;6543194.0
Playing for Keeps;2012.0;USA;English;105.0;Gabriele Muccino;35000000.0;13101142.0
Mandela: Long Walk to Freedom;2013.0;UK;English;141.0;Justin Chadwick;35000000.0;8324748.0
Reds;1981.0;USA;English;195.0;Warren Beatty;35000000.0;
A Few Good Men;1992.0;USA;English;138.0;Rob Reiner;40000000.0;141340178.0
Exit Wounds;2001.0;USA;English;101.0;Andrzej Bartkowiak;33000000.0;51758599.0
Big Momma's House;2000.0;USA;English;99.0;Raja Gosnell;30000000.0;117559438.0
Thunder and the House of Magic;2013.0;Belgium;English;85.0;Jeremy Degruson;34000000.0;4091.0
The Darkest Hour;2011.0;USA;English;89.0;Chris Gorak;30000000.0;21426805.0
Step Up Revolution;2012.0;USA;English;99.0;Scott Speer;33000000.0;35057332.0
Snakes on a Plane;2006.0;Germany;English;105.0;David R. Ellis;33000000.0;34014398.0
The Watcher;2000.0;USA;English;97.0;Joe Charbanic;33000000.0;28927720.0
The Punisher;2004.0;USA;English;140.0;Jonathan Hensleigh;33000000.0;33682273.0
Goal! The Dream Begins;2005.0;USA;English;118.0;Danny Cannon;10000000.0;4280577.0
Safe;2012.0;USA;English;94.0;Boaz Yakin;30000000.0;17120019.0
Pushing Tin;1999.0;USA;English;124.0;Mike Newell;38000000.0;8406264.0
Star Wars: Episode VI - Return of the Jedi;1983.0;USA;English;134.0;Richard Marquand;32500000.0;309125409.0
Doomsday;2008.0;UK;English;113.0;Neil Marshall;30000000.0;10955425.0
The Reader;2008.0;USA;English;124.0;Stephen Daldry;32000000.0;34180954.0
Wanderlust;2012.0;USA;English;98.0;David Wain;;17225675.0
Elf;2003.0;USA;English;97.0;Jon Favreau;33000000.0;173381405.0
Phenomenon;1996.0;USA;English;123.0;Jon Turteltaub;32000000.0;104632573.0
Snow Dogs;2002.0;Canada;English;99.0;Brian Levant;35000000.0;81150692.0
Scrooged;1988.0;USA;English;101.0;Richard Donner;32000000.0;60328558.0
Nacho Libre;2006.0;Germany;English;92.0;Jared Hess;32000000.0;80197993.0
Bridesmaids;2011.0;USA;English;131.0;Paul Feig;32500000.0;169076745.0
This Is the End;2013.0;USA;English;107.0;Evan Goldberg;32000000.0;101470202.0
Stigmata;1999.0;USA;English;103.0;Rupert Wainwright;29000000.0;50041732.0
Men of Honor;2000.0;USA;English;129.0;George Tillman Jr.;32000000.0;48814909.0
Takers;2010.0;USA;English;107.0;John Luessenhop;20000000.0;57744720.0
The Big Wedding;2013.0;USA;English;89.0;Justin Zackham;35000000.0;21784432.0
Big Mommas: Like Father, Like Son;2011.0;USA;English;113.0;John Whitesell;32000000.0;37911876.0
Source Code;2011.0;USA;English;93.0;Duncan Jones;32000000.0;54696902.0
Alive;1993.0;USA;English;120.0;Frank Marshall;32000000.0;36733909.0
The Number 23;2007.0;USA;English;98.0;Joel Schumacher;32000000.0;35063732.0
The Young and Prodigious T.S. Spivet;2013.0;France;English;105.0;Jean-Pierre Jeunet;33000000.0;99462.0
1941;1979.0;USA;English;142.0;Steven Spielberg;35000000.0;
Dreamer: Inspired by a True Story;2005.0;USA;English;98.0;John Gatins;32000000.0;32701088.0
A History of Violence;2005.0;USA;English;96.0;David Cronenberg;32000000.0;31493782.0
Transporter 2;2005.0;France;English;87.0;Louis Leterrier;32000000.0;43095600.0
The Quick and the Dead;1995.0;Japan;English;107.0;Sam Raimi;32000000.0;18636537.0
Laws of Attraction;2004.0;Ireland;English;90.0;Peter Howitt;28000000.0;17848322.0
Bringing Out the Dead;1999.0;USA;English;121.0;Martin Scorsese;55000000.0;16640210.0
Repo Men;2010.0;USA;English;119.0;Miguel Sapochnik;32000000.0;13763130.0
Dragon Wars: D-War;2007.0;South Korea;English;107.0;Hyung-rae Shim;35000000.0;10956379.0
Bogus;1996.0;USA;English;110.0;Norman Jewison;30000000.0;4357000.0
The Incredible Burt Wonderstone;2013.0;USA;English;100.0;Don Scardino;30000000.0;22525921.0
Cats Don't Dance;1997.0;USA;English;75.0;Mark Dindal;32000000.0;3562749.0
Cradle Will Rock;1999.0;USA;English;132.0;Tim Robbins;32000000.0;2899970.0
The Good German;2006.0;USA;English;105.0;Steven Soderbergh;32000000.0;1304837.0
George and the Dragon;2004.0;USA;English;93.0;Tom Reeve;32000000.0;
Apocalypse Now;1979.0;USA;English;289.0;Francis Ford Coppola;31500000.0;78800000.0
Going the Distance;2010.0;USA;English;102.0;Nanette Burstein;32000000.0;17797316.0
Mr. Holland's Opus;1995.0;USA;English;143.0;Stephen Herek;6500000.0;82528097.0
Criminal;2016.0;UK;English;113.0;Ariel Vromen;31500000.0;14268533.0
Out of Africa;1985.0;USA;English;161.0;Sydney Pollack;31000000.0;87100000.0
Flight;2012.0;USA;English;138.0;Robert Zemeckis;31000000.0;93749203.0
Moonraker;1979.0;UK;English;126.0;Lewis Gilbert;34000000.0;62700000.0
The Grand Budapest Hotel;2014.0;USA;English;99.0;Wes Anderson;25000000.0;59073773.0
Hearts in Atlantis;2001.0;USA;English;101.0;Scott Hicks;31000000.0;24185781.0
Arachnophobia;1990.0;USA;English;103.0;Frank Marshall;31000000.0;53133888.0
Frequency;2000.0;USA;English;118.0;Gregory Hoblit;31000000.0;44983704.0
Ghostbusters;2016.0;USA;English;116.0;Paul Feig;144000000.0;118099659.0
Vacation;2015.0;USA;English;99.0;John Francis Daley;31000000.0;58879132.0
Get Shorty;1995.0;USA;English;105.0;Barry Sonnenfeld;30250000.0;72077000.0
Chicago;2002.0;USA;English;113.0;Rob Marshall;45000000.0;170684505.0
Big Daddy;1999.0;USA;English;93.0;Dennis Dugan;34200000.0;163479795.0
American Pie 2;2001.0;USA;English;108.0;J.B. Rogers;30000000.0;145096820.0
Toy Story;1995.0;USA;English;74.0;John Lasseter;30000000.0;191796233.0
Speed;1994.0;USA;English;116.0;Jan de Bont;25000000.0;121248145.0
The Vow;2012.0;USA;English;104.0;Michael Sucsy;30000000.0;125014030.0
Extraordinary Measures;2010.0;USA;English;106.0;Tom Vaughan;31000000.0;11854694.0
Remember the Titans;2000.0;USA;English;120.0;Boaz Yakin;30000000.0;115648585.0
The Hunt for Red October;1990.0;USA;English;135.0;John McTiernan;30000000.0;122012643.0
Lee Daniels' The Butler;2013.0;USA;English;132.0;Lee Daniels;30000000.0;116631310.0
Dodgeball: A True Underdog Story;2004.0;USA;English;92.0;Rawson Marshall Thurber;20000000.0;114324072.0
The Addams Family;1991.0;USA;English;99.0;Barry Sonnenfeld;38000000.0;113502246.0
Ace Ventura: When Nature Calls;1995.0;USA;English;90.0;Steve Oedekerk;30000000.0;108360000.0
The Princess Diaries;2001.0;USA;English;111.0;Garry Marshall;37000000.0;108244774.0
The First Wives Club;1996.0;USA;English;103.0;Hugh Wilson;26000000.0;105444419.0
Se7en;1995.0;USA;English;127.0;David Fincher;33000000.0;100125340.0
District 9;2009.0;South Africa;English;112.0;Neill Blomkamp;30000000.0;115646235.0
The SpongeBob SquarePants Movie;2004.0;USA;English;87.0;Stephen Hillenburg;30000000.0;85416609.0
Mystic River;2003.0;USA;English;138.0;Clint Eastwood;25000000.0;90135191.0
Million Dollar Baby;2004.0;USA;English;132.0;Clint Eastwood;30000000.0;100422786.0
Analyze This;1999.0;USA;English;103.0;Harold Ramis;30000000.0;106694016.0
The Notebook;2004.0;USA;English;123.0;Nick Cassavetes;29000000.0;64286.0
27 Dresses;2008.0;USA;English;111.0;Anne Fletcher;30000000.0;76806312.0
Hannah Montana: The Movie;2009.0;USA;English;102.0;Peter Chelsom;30000000.0;79566871.0
Rugrats in Paris: The Movie;2000.0;Germany;English;78.0;Stig Bergqvist;30000000.0;76501438.0
The Prince of Tides;1991.0;USA;English;132.0;Barbra Streisand;30000000.0;74787599.0
Legends of the Fall;1994.0;USA;English;133.0;Edward Zwick;30000000.0;66528842.0
Up in the Air;2009.0;USA;English;108.0;Jason Reitman;25000000.0;83813460.0
About Schmidt;2002.0;USA;English;125.0;Alexander Payne;30000000.0;65010106.0
Warm Bodies;2013.0;USA;English;98.0;Jonathan Levine;35000000.0;66359959.0
Looper;2012.0;USA;English;119.0;Rian Johnson;30000000.0;66468315.0
Down to Earth;2001.0;USA;English;87.0;Chris Weitz;30000000.0;64172251.0
Babe;1995.0;Australia;English;91.0;Chris Noonan;30000000.0;66600000.0
Hope Springs;2012.0;USA;English;100.0;David Frankel;30000000.0;63536011.0
Forgetting Sarah Marshall;2008.0;USA;English;118.0;Nicholas Stoller;30000000.0;62877175.0
Friday Night Lights;;USA;English;44.0;;;
Four Brothers;2005.0;USA;English;109.0;John Singleton;45000000.0;74484168.0
Baby Mama;2008.0;USA;English;99.0;Michael McCullers;30000000.0;60269340.0
Hope Floats;1998.0;USA;English;114.0;Forest Whitaker;30000000.0;60033780.0
Bride Wars;2009.0;USA;English;89.0;Gary Winick;30000000.0;58715510.0
Without a Paddle;2004.0;USA;English;95.0;Steven Brill;19000000.0;58156435.0
13 Going on 30;2004.0;USA;English;98.0;Gary Winick;37000000.0;56044241.0
Midnight in Paris;2011.0;Spain;English;94.0;Woody Allen;17000000.0;56816662.0
The Nut Job;2014.0;Canada;English;85.0;Peter Lepeniotis;42000000.0;64238770.0
Blow;2001.0;USA;English;124.0;Ted Demme;30000000.0;52937130.0
Message in a Bottle;1999.0;USA;English;131.0;Luis Mandoki;55000000.0;52799004.0
Star Trek V: The Final Frontier;1989.0;USA;English;107.0;William Shatner;27800000.0;55210049.0
Like Mike;2002.0;USA;English;99.0;John Schultz;30000000.0;51432423.0
Naked Gun 33 1/3: The Final Insult;1994.0;USA;English;83.0;Peter Segal;30000000.0;51109400.0
A View to a Kill;1985.0;UK;English;131.0;John Glen;30000000.0;50300000.0
The Curse of the Were-Rabbit;2005.0;UK;English;85.0;Steve Box;30000000.0;56068547.0
P.S. I Love You;2007.0;USA;English;126.0;Richard LaGravenese;30000000.0;53680848.0
Racing Stripes;2005.0;USA;English;102.0;Frederik Du Chau;;49186871.0
Atonement;2007.0;UK;English;123.0;Joe Wright;30000000.0;50921738.0
Letters to Juliet;2010.0;USA;English;105.0;Gary Winick;30000000.0;53021560.0
Black Rain;1989.0;USA;English;125.0;Ridley Scott;30000000.0;45645204.0
The Three Stooges;2012.0;USA;English;92.0;Bobby Farrelly;;44328238.0
Corpse Bride;2005.0;USA;English;77.0;Tim Burton;40000000.0;53337608.0
Glory Road;2006.0;USA;English;118.0;James Gartner;;42643187.0
Sicario;2015.0;USA;English;121.0;Denis Villeneuve;30000000.0;46875468.0
Southpaw;2015.0;USA;English;124.0;Antoine Fuqua;30000000.0;52418902.0
Drag Me to Hell;2009.0;USA;English;99.0;Sam Raimi;30000000.0;42057340.0
The Age of Adaline;2015.0;USA;English;112.0;Lee Toland Krieger;25000000.0;42478175.0
Secondhand Lions;2003.0;USA;English;111.0;Tim McCanlies;30000000.0;41407470.0
Step Up 3D;2010.0;USA;English;107.0;Jon M. Chu;30000000.0;42385520.0
Blue Crush;2002.0;USA;English;104.0;John Stockwell;30000000.0;40118420.0
Stranger Than Fiction;2006.0;USA;English;113.0;Marc Forster;38000000.0;40137776.0
30 Days of Night;2007.0;USA;English;113.0;David Slade;32000000.0;39568996.0
The Cabin in the Woods;2012.0;USA;English;95.0;Drew Goddard;30000000.0;42043633.0
Meet the Spartans;2008.0;USA;English;86.0;Jason Friedberg;30000000.0;38232624.0
Midnight Run;1988.0;USA;English;126.0;Martin Brest;30000000.0;38413606.0
The Running Man;1987.0;USA;English;101.0;Paul Michael Glaser;27000000.0;38122105.0
Little Shop of Horrors;1986.0;USA;English;102.0;Frank Oz;25000000.0;38747385.0
Hanna;2011.0;USA;English;111.0;Joe Wright;30000000.0;40247512.0
The Family;;USA;English;60.0;;;
Mortal Kombat: Annihilation;1997.0;USA;English;95.0;John R. Leonetti;30000000.0;35927406.0
Larry Crowne;2011.0;USA;English;98.0;Tom Hanks;30000000.0;35565975.0
Carrie;2013.0;USA;English;100.0;Kimberly Peirce;30000000.0;35266619.0
Take the Lead;2006.0;USA;English;118.0;Liz Friedlander;30000000.0;34703228.0
Entourage;;USA;English;28.0;;;
Gridiron Gang;2006.0;USA;English;125.0;Phil Joanou;30000000.0;38432823.0
What's the Worst That Could Happen?;2001.0;USA;English;94.0;Sam Weisman;45000000.0;32095318.0
9;2009.0;USA;English;79.0;Shane Acker;30000000.0;31743332.0
Side Effects;2013.0;USA;English;106.0;Steven Soderbergh;30000000.0;32154410.0
The Prince and Me;2004.0;USA;English;111.0;Martha Coolidge;;28165882.0
Winnie the Pooh;2011.0;USA;English;63.0;Stephen J. Anderson;30000000.0;26687172.0
Dumb and Dumberer: When Harry Met Lloyd;2003.0;USA;English;85.0;Troy Miller;19000000.0;26096584.0
Bulworth;1998.0;USA;English;108.0;Warren Beatty;30000000.0;26525834.0
Get on Up;2014.0;USA;English;139.0;Tate Taylor;30000000.0;30513940.0
One True Thing;1998.0;USA;English;127.0;Carl Franklin;30000000.0;23209440.0
Virtuosity;1995.0;USA;English;106.0;Brett Leonard;30000000.0;24048000.0
My Super Ex-Girlfriend;2006.0;USA;English;95.0;Ivan Reitman;30000000.0;22526144.0
Deliver Us from Evil;2014.0;USA;English;118.0;Scott Derrickson;30000000.0;30523568.0
Sanctum;2011.0;USA;English;108.0;Alister Grierson;30000000.0;23070045.0
Little Black Book;2004.0;USA;English;105.0;Nick Hurran;35000000.0;20422207.0
The Five-Year Engagement;2012.0;USA;English;131.0;Nicholas Stoller;30000000.0;28644770.0
Mr 3000;2004.0;USA;English;104.0;Charles Stone III;30000000.0;21800302.0
The Next Three Days;2010.0;USA;English;133.0;Paul Haggis;35000000.0;21129348.0
