movie_title;actor_name;actor_fb_likes
Futuro Beach;Wagner Moura;585.0
Another Happy Day;George Kennedy;3000.0
A Lonely Place to Die;Ed Speleers;762.0
Nothing;David Hewlett;686.0
The Geographer Drank His Globe Away;Konstantin Khabenskiy;114.0
1776;Blythe Danner;713.0
Inescapable;Saad Siddiqui;223.0
Hell's Angels;Jean Harlow;431.0
Purple Violets;Debra Messing;650.0
The Veil;Lily Rabe;763.0
The Loved Ones;Robin McLeavy;399.0
No Vacancy;Kristen Quintrall;166.0
How to Fall in Love;Eric Mabius;637.0
The Perfect Wave;Rachel Hendrix;544.0
Ben-Hur;Morgan Freeman;11000.0
A Man for All Seasons;Robert Shaw;559.0
Network;Robert Duvall;3000.0
Gone with the Wind;Hattie McDaniel;503.0
Desert Dancer;Tom Cullen;507.0
Major Dundee;James Coburn;773.0
Down for Life;Snoop Dogg;881.0
Annie Get Your Gun;Keenan Wynn;277.0
Four Lions;Kayvan Novak;414.0
House of Sand;Fernanda Montenegro;119.0
Defendor;Michael Kelly;963.0
The Pirate;Gladys Cooper;89.0
The Good Heart;Alice Olivia Clarke;117.0
The History Boys;Dominic Cooper;3000.0
Unknown;Liam Neeson;14000.0
M*A*S*H;David Ogden Stiers;443.0
Midnight Cowboy;Brenda Vaccaro;183.0
The Full Monty;Tom Wilkinson;1000.0
Airplane!;Peter Graves;628.0
Chain of Command;Michael Jai White;2000.0
Friday;Nia Long;826.0
Menace II Society;Jada Pinkett Smith;851.0
Empire;Ta'Rhonda Jones;912.0
Creepshow 2;George Kennedy;3000.0
The Ballad of Cable Hogue;Slim Pickens;575.0
In Cold Blood;John Forsythe;255.0
The Nun's Story;Colleen Dewhurst;157.0
Harper;Janet Leigh;606.0
Frenzy;Bernard Cribbins;195.0
The Witch;Julian Richings;648.0
I Got the Hook Up;Joe Estevez;625.0
She's the One;John Mahoney;385.0
Gods and Monsters;Brendan Fraser;3000.0
The Secret in Their Eyes;Ricardo Darín;827.0
Day of the Dead;Greg Nicotero;1000.0
Train;Gideon Emery;430.0
Evil Dead II;Ted Raimi;634.0
Pootie Tang;Wanda Sykes;560.0
Sharknado;Ian Ziering;984.0
La otra conquista;Elpidia Carrillo;174.0
Trollhunter;Otto Jespersen;29.0
Ira & Abby;Frances Conroy;827.0
The Watch;Will Forte;622.0
Winter Passing;Zooey Deschanel;11000.0
D.E.B.S.;Jordana Brewster;4000.0
The Masked Saint;Diahann Carroll;426.0
The Betrayed;Alice Krige;368.0
Taxman;Fisher Stevens;922.0
The Secret;James Nesbitt;773.0
2:13;Teri Polo;708.0
Batman: The Dark Knight Returns, Part 2;Michael Emerson;2000.0
Time to Choose;Jane Goodall;21.0
In the Name of the King: The Last Job;Bashar Rahal;603.0
Wicked Blood;Alexa PenaVega;2000.0
Dawn Patrol;Chris Brochu;795.0
Lords of London;Ray Winstone;1000.0
High Anxiety;Madeline Kahn;1000.0
March of the Penguins;Morgan Freeman;11000.0
Margin Call;Kevin Spacey;18000.0
August;Murray Bartlett;141.0
Choke;Anjelica Huston;1000.0
Whiplash;J.K. Simmons;24000.0
City of God;Alice Braga;1000.0
Human Traffic;Danny Dyer;798.0
Day One;Corbin Bleu;632.0
The Dead Girl;James Franco;11000.0
The Hunt;Thomas Bo Larsen;74.0
A Christmas Story;Zack Ward;662.0
Bella;Armando Riesco;625.0
Class of 1984;Roddy McDowall;595.0
The Opposite Sex;Geoff Stults;756.0
Dreaming of Joseph Lees;Samantha Morton;631.0
The Class;François Bégaudeau;15.0
Rosemary's Baby;John Cassavetes;917.0
The Man Who Shot Liberty Valance;Lee Marvin;756.0
Adam;Peter Gallagher;828.0
Maria Full of Grace;Catalina Sandino Moreno;280.0
Beginners;Goran Visnjic;1000.0
Feast;Krista Allen;164000.0
Animal House;John Belushi;1000.0
Goldfinger;Honor Blackman;387.0
Antiviral;Sarah Gadon;691.0
It's a Wonderful Life;Donna Reed;488.0
Trainspotting;Kelly Macdonald;2000.0
The Original Kings of Comedy;Bernie Mac;1000.0
Paranormal Activity 2;Sprague Grayden;438.0
Waking Ned Devine;James Nesbitt;773.0
Bowling for Columbine;Michael Moore;909.0
Coming Home;Li Gong;878.0
A Nightmare on Elm Street 2: Freddy's Revenge;Clu Gulager;426.0
A Room with a View;Julian Sands;687.0
The Purge;Rhys Wakefield;942.0
Sinister;Danielle Kotch;1000.0
Martin Lawrence Live: Runteldat;Nancy O'Dell;71.0
Cat on a Hot Tin Roof;Burl Ives;253.0
Beneath the Planet of the Apes;Linda Harrison;220.0
Air Bud;Kevin Zegers;2000.0
Pokémon 3: The Movie;Veronica Taylor;88.0
Jason Lives: Friday the 13th Part VI;Tony Goldwyn;956.0
The Bridge on the River Kwai;William Holden;682.0
Spaced Invaders;Ariana Richards;610.0
Family Plot;Ed Lauter;897.0
The Apartment;Fred MacMurray;516.0
Jason Goes to Hell: The Final Friday;Kane Hodder;935.0
Torn Curtain;Tamara Toumanova;18.0
Dave Chappelle's Block Party;Common;989.0
Slow West;Michael Fassbender;13000.0
Krush Groove;Blair Underwood;685.0
Next Day Air;Omari Hardwick;1000.0
Elmer Gantry;Shirley Jones;556.0
Judgment at Nuremberg;Maximilian Schell;877.0
Trippin';Donald Faison;927.0
Robot Chicken;Matthew Senreich;11.0
Red River;Montgomery Clift;862.0
Phat Girlz;Mo'Nique;939.0
Before Midnight;Seamus Davey-Fitzpatrick;140.0
Teen Wolf Too;John Astin;641.0
Phantasm II;Angus Scrimm;674.0
Woman Thou Art Loosed;Loretta Devine;912.0
Real Women Have Curves;America Ferrera;953.0
Deadline Gallipoli;Rachel Griffiths;578.0
Water;John Abraham;1000.0
East Is East;Archie Panjabi;883.0
Whipped;Callie Thorne;472.0
Kama Sutra: A Tale of Love;Indira Varma;729.0
Please Give;Oliver Platt;1000.0
Willy Wonka & the Chocolate Factory;Peter Ostrum;240.0
Warlock: The Armageddon;Julian Sands;687.0
8 Heads in a Duffel Bag;Kristy Swanson;578.0
Days of Heaven;Sam Shepard;820.0
Thirteen Conversations About One Thing;Matthew McConaughey;11000.0
Jawbreaker;Julie Benz;3000.0
Basquiat;Gary Oldman;10000.0
Frances Ha;Greta Gerwig;962.0
Tsotsi;Terry Pheto;113.0
Happiness;Philip Seymour Hoffman;22000.0
DysFunktional Family;Eddie Griffin;489.0
Tusk;Johnny Depp;40000.0
Oldboy;Min-sik Choi;717.0
Letters to God;Robyn Lively;439.0
Hobo with a Shotgun;Gregory Smith;694.0
Compadres;Kevin Pollak;574.0
Freeway;Bokeem Woodbine;904.0
Love's Abiding Joy;William Morgan Sheppard;702.0
Fish Tank;Michael Fassbender;13000.0
Damsels in Distress;Greta Gerwig;962.0
Creature;Craig T. Nelson;723.0
Bachelorette;Kirsten Dunst;4000.0
BrainDead;Danny Pino;786.0
Brave New Girl;Virginia Madsen;912.0
Tim and Eric's Billion Dollar Movie;Michael Gross;536.0
The Gambler;George Kennedy;3000.0
The Grand;Susan Hampshire;40.0
Summer Storm;Alicja Bachleda;289.0
Fort McCoy;Johnny Pacar;1000.0
Chain Letter;Matt Cohen;487.0
Just Looking;Gretchen Mol;599.0
The Divide;Michael Biehn;2000.0
The Eclipse;Aidan Quinn;767.0
Demonic;Frank Grillo;798.0
My Big Fat Independent Movie;Neil Hopkins;231.0
Alice in Wonderland;Johnny Depp;40000.0
The Deported;Taylor Negron;1000.0
Tanner Hall;Tom Everett Scott;433.0
Open Road;John Savage;652.0
They Came Together;Christopher Meloni;3000.0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo;French Stewart;319.0
Never Back Down 2: The Beatdown;Michael Jai White;2000.0
Point Blank;Lee Marvin;756.0
Four Single Fathers;Stephanie Szostak;1000.0
Enter the Dangerous Mind;Noel Gugliemi;2000.0
Something Wicked;Julian Morris;1000.0
AWOL-72;Bokeem Woodbine;904.0
Iguana;Everett McGill;201.0
Cinderella;Hayley Atwell;2000.0
Chicago Overcoat;Mike Starr;854.0
Barry Munday;Judy Greer;2000.0
Central Station;Fernanda Montenegro;119.0
Pocketful of Miracles;Ann-Margret;931.0
Close Range;Anthony L. Fernandez;640.0
Boynton Beach Club;Dyan Cannon;267.0
Amnesiac;Olivia Rose Keegan;216.0
Freakonomics;Greg Crowe;875.0
The Omen;Lee Remick;264.0
High Tension;Cécile De France;447.0
Griff the Invisible;Maeve Dermody;130.0
Unnatural;Q'orianka Kilcher;679.0
Hustle & Flow;Isaac Hayes;275.0
Some Like It Hot;Nehemiah Persoff;105.0
Friday the 13th Part VII: The New Blood;Kane Hodder;935.0
The Wizard of Oz;Margaret Hamilton;695.0
Young Frankenstein;Madeline Kahn;1000.0
Diary of the Dead;Megan Park;569.0
Lage Raho Munna Bhai;Vidya Balan;464.0
Ulee's Gold;Peter Fonda;402.0
The Black Stallion;Teri Garr;481.0
Sardaar Ji;Bhavkhandan Singh Rakhra;258.0
Journey to Saturn;Iben Hjejle;122.0
Donovan's Reef;Lee Marvin;756.0
The Dress;Rijk de Gooyer;20.0
A Guy Named Joe;Spencer Tracy;760.0
Blazing Saddles;Madeline Kahn;1000.0
Friday the 13th: The Final Chapter;Judie Aronson;158.0
Ida;Joanna Kulig;88.0
Maurice;Rupert Graves;443.0
Beer League;Joe Lo Truglio;833.0
The Astronaut's Wife;Johnny Depp;40000.0
Riding Giants;Gerry Lopez;52.0
Timecrimes;Karra Elejalde;123.0
Silver Medallist;Jack Kao;11.0
Timber Falls;Brianna Brown;331.0
Singin' in the Rain;Rita Moreno;804.0
Fat, Sick & Nearly Dead;Joe Cross;65.0
A Haunted House;Essence Atkins;713.0
2016: Obama's America;Barack Obama;871.0
Halloween II;Scout Taylor-Compton;908.0
That Thing You Do!;Tom Hanks;15000.0
Halloween III: Season of the Witch;Tom Atkins;381.0
Escape from the Planet of the Apes;Roddy McDowall;595.0
Hud;Patricia Neal;617.0
Kevin Hart: Let Me Explain;David Jason Perez;1000.0
My Own Private Idaho;Keanu Reeves;18000.0
Garden State;Armando Riesco;625.0
Before Sunrise;Hanno Pöschl;15.0
Sur le seuil;Patrick Huard;50.0
Jesus' Son;Billy Crudup;745.0
Saving Face;Joan Chen;643.0
Brick Lane;Satish Kaushik;56.0
Robot & Frank;Frank Langella;902.0
My Life Without Me;Sarah Polley;900.0
The Spectacular Now;Shailene Woodley;8000.0
Marilyn Hotchkiss' Ballroom Dancing and Charm School;William Hurt;882.0
Religulous;Bill Maher;334.0
Fuel;Larry David;860.0
Valley of the Heart's Delight;Bruce McGill;655.0
Dodgeball: A True Underdog Story;Gary Cole;989.0
Eye of the Dolphin;Katharine Ross;640.0
8: The Mormon Proposition;Dustin Lance Black;191.0
The Other End of the Line;Larry Miller;611.0
Anatomy;Benno Fürmann;127.0
Sleep Dealer;Leonor Varela;426.0
Super;Linda Cardellini;2000.0
Christmas Mail;Ashley Scott;794.0
Stung;Clifton Collins Jr.;968.0
Antibirth;Natasha Lyonne;1000.0
Get on the Bus;Bernie Mac;1000.0
Thr3e;Marc Blucas;973.0
Idiocracy;Anthony 'Citric' Campos;586.0
The Rise of the Krays;Simon Merrells;490.0
This Is England;Stephen Graham;1000.0
Alien Uprising;Julian Glover;844.0
Bathing Beauty;Esther Williams;675.0
Go for It!;Jossara Jinaro;847.0
Dancer, Texas Pop. 81;Ethan Embry;982.0
Show Boat;Agnes Moorehead;960.0
Redemption Road;Tom Skerritt;1000.0
The Calling;Topher Grace;2000.0
The Brave Little Toaster;Jon Lovitz;11000.0
Fantasia;Leopold Stokowski;16.0
The French Connection;Roy Scheider;813.0
8 Days;Nicole Smolen;210.0
Friday the 13th Part III;Richard Brooker;72.0
Friday the 13th: A New Beginning;Tiffany Helm;42.0
The Last Sin Eater;Henry Thomas;861.0
Do You Believe?;Alexa PenaVega;2000.0
Impact Point;Brian Austin Green;676.0
The Valley of Decision;Jessica Tandy;509.0
Eden;Jessica Lowndes;1000.0
Chicken Tikka Masala;Saeed Jaffrey;114.0
Always Woodstock;Ryan Guzman;3000.0
Jack Brooks: Monster Slayer;Rachel Skarsten;371.0
The Best Years of Our Lives;Myrna Loy;749.0
Bully;Kelli Garner;730.0
Elling;Jørgen Langhelle;117.0
Mi America;Michael Derek;128.0
[Rec];Manuela Velasco;120.0
Lies in Plain Sight;Rosie Perez;919.0
Sharkskin;Travis Myers;749.0
Containment;Walter Hendrix III;846.0
The Timber;James Ransone;412.0
From Russia with Love;Robert Shaw;559.0
The Toxic Avenger Part II;Phoebe Legere;40.0
In the Heat of the Night;Carroll O'Connor;480.0
Sleeper;Woody Allen;11000.0
It Follows;Maika Monroe;314.0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask;Woody Allen;11000.0
To Kill a Mockingbird;Robert Duvall;3000.0
Mad Max 2: The Road Warrior;Vernon Wells;745.0
The Legend of Drunken Master;Andy Lau;483.0
Lolita;James Mason;618.0
Boys Don't Cry;Alicia Goranson;173.0
Silent House;Eric Sheffer Stevens;120.0
The Lives of Others;Sebastian Koch;380.0
Courageous;Ben Davies;690.0
The Hustler;George C. Scott;654.0
Boom Town;Hedy Lamarr;1000.0
The Triplets of Belleville;Michel Robin;23.0
Smoke Signals;Michael Greyeyes;912.0
American Splendor;Josh Hutcherson;14000.0
Before Sunset;Vernon Dobtcheff;50.0
Amores Perros;Adriana Barraza;85.0
Thirteen;Holly Hunter;1000.0
Gentleman's Agreement;Dean Stockwell;936.0
Winter's Bone;Jennifer Lawrence;34000.0
Touching the Void;Nicholas Aaron;21.0
Alexander's Ragtime Band;Tyrone Power;480.0
Me and You and Everyone We Know;Najarra Townsend;538.0
Inside Job;Matt Damon;13000.0
We Are Your Friends;Vanessa Lengies;804.0
Ghost Dog: The Way of the Samurai;Henry Silva;251.0
Harsh Times;J.K. Simmons;24000.0
Captive;David Oyelowo;1000.0
Full Frontal;Julia Roberts;8000.0
Witchboard;Kathleen Wilhoite;265.0
Strangers with Candy;Stephen Colbert;459.0
Hamlet;Julie Christie;597.0
Shortbus;Sook-Yin Lee;71.0
Waltz with Bashir;Ari Folman;56.0
The Book of Mormon Movie, Volume 1: The Journey;Noah Danby;178.0
No End in Sight;Campbell Scott;393.0
The Diary of a Teenage Girl;Alexander Skarsgård;10000.0
Get Real;Anne Hathaway;11000.0
In the Shadow of the Moon;John F. Kennedy;168.0
Meek's Cutoff;Bruce Greenwood;991.0
Inside Deep Throat;Hugh M. Hefner;373.0
Dinner Rush;Danny Aiello;388.0
Clockwatchers;Alanna Ubach;584.0
The Virginity Hit;Matt Bennett;189.0
Subway;Christopher Lambert;1000.0
House of D;Robin Williams;49000.0
Teeth;Jess Weixler;386.0
Six-String Samurai;Jeffrey Falcon;33.0
Hum To Mohabbat Karega;Karisma Kapoor;353.0
It's All Gone Pete Tong;Paul Kaye;326.0
Saint John of Las Vegas;Peter Dinklage;22000.0
24 7: Twenty Four Seven;Bob Hoskins;5000.0
Stonewall;Jeremy Irvine;25000.0
Eureka;Joe Morton;780.0
Roadside Romeo;Saif Ali Khan;532.0
This Thing of Ours;Vincent Pastore;584.0
The Lost Medallion: The Adventures of Billy Stone;Alex Kendrick;589.0
The Last Five Years;Anna Kendrick;10000.0
The Missing Person;Merritt Wever;529.0
Return of the Living Dead III;Melinda Clarke;787.0
London;Jason Statham;26000.0
Sherrybaby;Brad William Henke;363.0
Stealing Harvard;Martin Starr;985.0
Circle;Jordi Vilasuso;160.0
Eden Lake;Michael Fassbender;13000.0
Plush;Frances Fisher;638.0
Vampire Killers;MyAnna Buring;513.0
Gangster's Paradise: Jerusalema;Rapulana Seiphemo;29.0
Freeze Frame;Colin Salmon;766.0
Grave Encounters;Mackenzie Gray;253.0
Stitches;Peter McQuinn;121.0
Nine Dead;Daniel Baldwin;413.0
To Be Frank, Sinatra at 100;Alice Cooper;674.0
Bananas;Woody Allen;11000.0
Supercapitalist;Paul Sheehan;473.0
Rockaway;Nicholas Gonzalez;601.0
Wings;Steven Weber;685.0
The Lady from Shanghai;Rita Hayworth;1000.0
No Man's Land: The Rise of Reeker;Mircea Monroe;633.0
Highway;Jake Gyllenhaal;15000.0
Small Apartments;Noel Gugliemi;2000.0
Coffee Town;Sunil Narkar;34000.0
The Ghastly Love of Johnny X;Kate Maberly;416.0
All Is Bright;Sally Hawkins;594.0
The Torture Chamber of Dr. Sadism;Christopher Lee;16000.0
Straight A's;Jon Mack;924.0
A Funny Thing Happened on the Way to the Forum;Buster Keaton;907.0
Slacker Uprising;Michael Moore;909.0
The Legend of Hell's Gate: An American Conspiracy;William McNamara;10000.0
The Walking Deceased;Trenton Rostedt;680.0
The Curse of Downers Grove;Kevin Zegers;2000.0
Shark Lake;Melissa Bolona;11000.0
River's Edge;Keanu Reeves;18000.0
Northfork;Peter Coyote;548.0
The Marine 4: Moving Target;Paul McGillion;405.0
Buried;Ryan Reynolds;16000.0
Submarine;Craig Roberts;920.0
The Square;Khalid Abdalla;161.0
One to Another;Karl E. Landler;533.0
Carrie;Chloë Grace Moretz;17000.0
ABCD (Any Body Can Dance);Lauren Gottlieb;733.0
A Nightmare on Elm Street;Johnny Depp;40000.0
Man on Wire;Paul McGill;41.0
Abandoned;Siobhan Marshall;42.0
Brotherly Love;Logan Browning;628.0
The Last Exorcism;Caleb Landry Jones;463.0
Nowhere Boy;Kristin Scott Thomas;1000.0
A Streetcar Named Desire;Marlon Brando;10000.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;George C. Scott;654.0
El crimen del padre Amaro;Damián Alcázar;201.0
Beasts of the Southern Wild;Quvenzhané Wallis;2000.0
Battle for the Planet of the Apes;Roddy McDowall;595.0
Songcatcher;Aidan Quinn;767.0
Higher Ground;Donna Murphy;553.0
Vaalu;Hansika Motwani;141.0
The Greatest Movie Ever Sold;Quentin Tarantino;16000.0
Ed and His Dead Mother;Steve Buscemi;12000.0
Travelers and Magicians;Tshewang Dendup;0.0
Hang 'Em High;Clint Eastwood;16000.0
Deadline - U.S.A.;Humphrey Bogart;2000.0
Sublime;George Newbern;647.0
A Beginner's Guide to Snuff;Kimberley Crossman;467.0
Independence Daysaster;Tom Everett Scott;433.0
Dysfunctional Friends;Christian Keyes;761.0
Run Lola Run;Moritz Bleibtreu;486.0
May;James Duval;701.0
Against the Wild;Natasha Henstridge;900.0
Living Dark: The Story of Ted the Caver;Matthew Alan;86.0
Under the Same Moon;America Ferrera;953.0
Conquest of the Planet of the Apes;Roddy McDowall;595.0
In the Bedroom;Tom Wilkinson;1000.0
I Spit on Your Grave;Sarah Butler;635.0
Happy, Texas;Ally Walker;349.0
My Summer of Love;Paddy Considine;680.0
The Lunchbox;Nawazuddin Siddiqui;638.0
Yes;Shirley Henderson;887.0
You Can't Take It with You;Jean Arthur;319.0
From Here to Eternity;Montgomery Clift;862.0
She Wore a Yellow Ribbon;Harry Carey Jr.;281.0
Grace Unplugged;Shawnee Smith;651.0
Foolish;Eddie Griffin;489.0
N-Secure;Essence Atkins;713.0
Caramel;Yasmine Al Massri;227.0
Out of the Dark;Stephen Rea;327.0
The Bubble;Ohad Knoller;53.0
The Conversation;Harrison Ford;11000.0
Dil Jo Bhi Kahey...;Annabelle Wallis;421.0
Mississippi Mermaid;Catherine Deneuve;963.0
I Love Your Work;Judy Greer;2000.0
Cabin Fever;Dustin Ingram;427.0
Dawn of the Dead;Ty Burrell;3000.0
Waitress;Lew Temple;597.0
Bloodsport;Bolo Yeung;633.0
Mr. Smith Goes to Washington;Claude Rains;607.0
Kids;Rosario Dawson;3000.0
The Squid and the Whale;William Baldwin;436.0
Kissing Jessica Stein;Scott Cohen;378.0
A Woman, a Gun and a Noodle Shop;Honglei Sun;9.0
Kickboxer: Vengeance;Matthew Ziff;260000.0
Spellbound;Norman Lloyd;472.0
Exotica;Bruce Greenwood;991.0
Buffalo '66;Anjelica Huston;1000.0
Insidious;Lin Shaye;852.0
Repo Man;Del Zamora;752.0
Nine Queens;Ricardo Darín;827.0
The Gatekeepers;Ami Ayalon;0.0
The Ballad of Jack and Rose;Beau Bridges;552.0
The To Do List;Donald Glover;801.0
Killing Zoe;Eric Stoltz;902.0
The Believer;Ryan Gosling;33000.0
Snow Angels;Michael Angarano;947.0
Unsullied;Ward G. Smith;393.0
Session 9;Paul Guilfoyle;210.0
I Want Someone to Eat Cheese With;Jessy Schram;813.0
Mooz-Lum;Dorian Missick;1000.0
Hatchet;Joel David Moore;936.0
Modern Times;Paulette Goddard;309.0
Stolen Summer;Brian Dennehy;954.0
My Name Is Bruce;Ted Raimi;634.0
The Salon;Vivica A. Fox;890.0
Road Hard;Jay Mohr;563.0
Forty Shades of Blue;Rip Torn;826.0
Amigo;Brian Lee Franklin;38.0
Pontypool;Stephen McHattie;413.0
Trucker;Jimmy Bennett;87000.0
Me You and Five Bucks;Angela Sarafyan;310.0
The Lords of Salem;Sid Haig;1000.0
Housebound;Morgana O'Reilly;61.0
Wal-Mart: The High Cost of Low Price;Lee Scott;0.0
Fetching Cody;Nicole Muñoz;199.0
Once Upon a Time in Queens;Chazz Palminteri;979.0
Closer to the Moon;Monica Barladeanu;129.0
Mutant World;Ashanti;341.0
Growing Up Smith;Brighton Sharbino;3000.0
Checkmate;Katrina Law;835.0
Jack Reacher;Tom Cruise;10000.0
#Horror;Timothy Hutton;501.0
Wind Walkers;Rudy Youngblood;708.0
Snow White and the Seven Dwarfs;Adriana Caselotti;82.0
The Holy Girl;Mía Maestro;341.0
Shalako;Brigitte Bardot;984.0
Incident at Loch Ness;Zak Penn;87.0
The Dog Lover;Lea Thompson;1000.0
Girl House;Camren Bicondova;756.0
The Blue Room;Mathieu Amalric;412.0
House at the End of the Drive;Jessica Szohr;847.0
Batman: The Movie;Burgess Meredith;1000.0
Lock, Stock and Two Smoking Barrels;Jason Statham;26000.0
The Ballad of Gregorio Cortez;Barry Corbin;883.0
The Streets of San Francisco;Karl Malden;416.0
The Celebration;Ulrich Thomsen;280.0
Trees Lounge;Steve Buscemi;12000.0
Journey from the Fall;Long Nguyen;51.0
The Basket;Eric Dane;2000.0
Eddie: The Sleepwalking Cannibal;Stephen McHattie;413.0
Mercury Rising;Bruce Willis;13000.0
Space: Above and Beyond;James Morrison;210.0
Queen of the Mountains;Elina Abai Kyzy;0.0
Def-Con 4;Maury Chaykin;232.0
The Hebrew Hammer;Judy Greer;2000.0
Neal 'N' Nikki;Abhishek Bachchan;374.0
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;Noureen DeWulf;700.0
Forget Me Not;Bella Thorne;35000.0
Rebecca;Laurence Olivier;1000.0
Friday the 13th Part 2;Betsy Palmer;309.0
The Lost Weekend;Ray Milland;287.0
C.H.U.D.;Daniel Stern;796.0
Filly Brown;Noel Gugliemi;2000.0
The Lion of Judah;Vic Mignogna;578.0
Niagara;Joseph Cotten;469.0
How Green Was My Valley;Roddy McDowall;595.0
The Girlfriend Experience;Mary Lynn Rajskub;934.0
Da Sweet Blood of Jesus;Rami Malek;3000.0
Sex, Lies, and Videotape;Peter Gallagher;828.0
Saw;Michael Emerson;2000.0
Super Troopers;Geoffrey Arend;816.0
The Algerian;Zuhair Haddad;18000.0
The Amazing Catfish;Ximena Ayala;31.0
The Day the Earth Stood Still;Keanu Reeves;18000.0
Monsoon Wedding;Naseeruddin Shah;307.0
You Can Count on Me;Matthew Broderick;2000.0
The Trouble with Harry;Jerry Mathers;282.0
Lucky Number Slevin;Bruce Willis;13000.0
But I'm a Cheerleader;Natasha Lyonne;1000.0
Home Run;Vivica A. Fox;890.0
Reservoir Dogs;Quentin Tarantino;16000.0
The Blue Bird;Spring Byington;94.0
The Good, the Bad and the Ugly;Clint Eastwood;16000.0
The Second Mother;Alex Huszar;61.0
Blue Like Jazz;Jason Marsden;1000.0
Down and Out with the Dolls;Lemmy;268.0
Pink Ribbons, Inc.;;
Certifiably Jonathan;Robin Williams;49000.0
Q;Déborah Révy;34.0
The Knife of Don Juan;Nataniel Sánchez;3.0
Grand Theft Parsons;Marley Shelton;690.0
Extreme Movie;Rich Ceraulo;387.0
The Charge of the Light Brigade;Errol Flynn;843.0
Below Zero;Michael Berryman;721.0
Crowsnest;Christie Burke;380.0
Airborne;Alanna Ubach;584.0
Cotton Comes to Harlem;Redd Foxx;586.0
The Wicked Within;William McNamara;10000.0
Bleeding Hearts;Seregon O'Dassey;498.0
Waiting...;Ryan Reynolds;16000.0
Dead Man's Shoes;Paddy Considine;680.0
Wolf Creek;Richard Cawthorne;511.0
From a Whisper to a Scream;Terry Kiser;448.0
Sex with Strangers;;
Dracula: Pages from a Virgin's Diary;Sarah Murphy-Dyson;14.0
Faith Like Potatoes;Sean Cameron Michael;412.0
Beyond the Black Rainbow;Chris Gauthier;434.0
The Raid: Redemption;Iko Uwais;1000.0
The Dead Undead;Johnny Pacar;1000.0
The Vatican Exorcisms;Piero Maggiò;12.0
Casablanca;Humphrey Bogart;2000.0
Lake Mungo;Talia Zucker;12.0
Rocket Singh: Salesman of the Year;Ranbir Kapoor;964.0
Silent Running;Bruce Dern;844.0
Rocky;Sylvester Stallone;13000.0
The Sleepwalker;Christopher Abbott;321.0
The Fog;Jamie Lee Curtis;2000.0
Tom Jones;Albert Finney;883.0
Unfriended;Shelley Hennig;707.0
Taxi Driver;Robert De Niro;22000.0
The Howling;Patrick Macnee;1000.0
Dr. No;Ursula Andress;650.0
Chernobyl Diaries;Jesse McCartney;1000.0
Hellraiser;Andrew Robinson;266.0
God's Not Dead 2;Benjamin A. Onyango;634.0
Cry_Wolf;Julian Morris;1000.0
Godzilla 2000;Hiroshi Abe;43.0
Blue Valentine;Ryan Gosling;33000.0
Transamerica;Kevin Zegers;2000.0
The Devil Inside;Fernanda Andrade;403.0
Beyond the Valley of the Dolls;Charles Napier;503.0
Love Me Tender;James Drury;356.0
An Inconvenient Truth;Billy West;861.0
Sands of Iwo Jima;James Brown;183.0
Shine a Light;Mick Jagger;543.0
The Green Inferno;Daryl Sabara;640.0
Departure;Juliet Stevenson;202.0
The Sessions;W. Earl Brown;422.0
Food, Inc.;Michael Pollan;37.0
October Baby;Rachel Hendrix;544.0
Next Stop Wonderland;Philip Seymour Hoffman;22000.0
Juno;J.K. Simmons;24000.0
The Skeleton Twins;Ty Burrell;3000.0
Martha Marcy May Marlene;Christopher Abbott;321.0
Obvious Child;Gaby Hoffmann;612.0
Frozen River;Charlie McDermott;496.0
20 Feet from Stardom;Sheryl Crow;130.0
Two Girls and a Guy;Robert Downey Jr.;21000.0
Walking and Talking;Kevin Corrigan;778.0
The Full Monty;Tom Wilkinson;1000.0
Who Killed the Electric Car?;Ed Begley Jr.;783.0
The Broken Hearts Club: A Romantic Comedy;Justin Theroux;1000.0
Bubba Ho-Tep;Daniel Roebuck;1000.0
Goosebumps;Odeya Rush;2000.0
Slam;Sonja Sohn;245.0
Brigham City;Wilford Brimley;957.0
Fiza;Karisma Kapoor;353.0
History of the World: Part I;Madeline Kahn;1000.0
Orgazmo;Trey Parker;406.0
All the Real Girls;Zooey Deschanel;11000.0
Dream with the Fishes;David Arquette;611.0
Blue Car;Frances Fisher;638.0
Luminarias;Cheech Marin;844.0
Palo Alto;James Franco;11000.0
Ajami;Shahir Kabaha;20.0
Wristcutters: A Love Story;Leslie Bibb;1000.0
I Origins;Steven Yeun;7000.0
The Battle of Shaker Heights;Shiri Appleby;855.0
The Lovely Bones;Michael Imperioli;873.0
The Act of Killing;Anwar Congo;3.0
Taxi to the Dark Side;Alex Gibney;141.0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos;Pelé;102.0
Guiana 1838;Kumar Gaurav;12.0
Lisa Picard Is Famous;Mira Sorvino;978.0
Antarctica: A Year on Ice;Josh Swanson;53.0
A Lego Brickumentary;G.W. Krauss;20.0
Hardflip;Matthew Ziff;260000.0
